ogc_fid,gml_id,id,codseccion,munide,nuevos_mun,codigo,cod_dep,nom_dep,cod_prov,nom_prov,cod_mun,cat_sec,nom_mun,cantones,poblacion,area,perimeter,prov,pob_tot,hombres,mujeres,tc_92_01,lengua,zlengua,adscrip,zadscrip,pueblos,anal_tot,anal_hom,anal_muj,tmi,part_per,tgf,tmn,nbi_92,nbi_01
167,indigena.167,38.0,020903,72.0,0.0,020903,2,La Paz,9,Loayza,3,TERCERA,Yaco,8,6420,5.96336347359E8,142322.845,Loayza,7866.0,4029.0,3837.0,2.2,7348.0,93.4,4538.0,96.5,Aymara,16.0,5.6,26.7,74.1,7.6,5.2,-11.2,98.8,99.6
178,indigena.178,202.0,020303,92.0,0.0,020303,2,La Paz,3,Pacajes,3,TERCERA,Calacoto,13,7330,3.921510926617E9,444424.009,Pacajes,8818.0,4500.0,4318.0,2.0,8052.0,91.3,5528.0,92.9,Aymara,12.9,4.1,22.0,77.8,20.7,4.6,-20.6,98.2,98.7
179,indigena.179,48.0,031001,125.0,0.0,031001,3,Cochabamba,10,Chapare,1,PRIMERA,Sacaba,5,68127,7.01778299859E8,151515.56,Chapare,117100.0,56841.0,60259.0,5.6,76181.0,65.1,51566.0,72.3,Quechua,10.6,4.3,16.2,62.5,77.2,4.2,12.1,72.6,44.2
168,indigena.168,89.0,020306,99.0,0.0,020306,2,La Paz,3,Pacajes,6,SEXTA,Waldo Ballivian,1,1336,1.22629166469E8,48832.193,Pacajes,1657.0,852.0,805.0,2.3,1566.0,94.5,827.0,90.4,Aymara,10.6,3.8,17.3,92.1,7.6,5.1,-14.8,98.9,99.9
169,indigena.169,46.0,030901,143.0,0.0,030901,3,Cochabamba,9,Quillacollo,1,PRIMERA,Quillacollo,2,69027,5.64730439641E8,144201.27,Quillacollo,104206.0,51250.0,52956.0,4.5,61163.0,58.7,47182.0,72.0,Quechua,8.6,3.1,13.6,57.1,82.3,3.8,19.6,62.9,30.8
170,indigena.170,254.0,071002,265.0,0.0,071002,7,Santa Cruz,10,Obispo Santisteban,2,SEGUNDA,General Saavedra,1,11639,5.359556985E8,119298.319,Obispo Santistevan,16592.0,8975.0,7617.0,3.8,6715.0,40.5,4010.0,42.5,"Quechua,Guarani",15.8,9.7,24.1,82.1,62.9,6.3,3.4,88.5,70.9
171,indigena.171,50.0,030903,145.0,0.0,030903,3,Cochabamba,9,Quillacollo,3,TERCERA,Tiquipaya,1,13371,3.44126966547E8,120924.967,Quillacollo,37791.0,18373.0,19418.0,11.2,22815.0,60.4,16616.0,72.6,Quechua,9.5,3.9,14.6,57.5,79.8,4.1,8.1,75.3,41.2
172,indigena.172,84.0,021305,35.0,0.0,021305,2,La Paz,13,Aroma,5,QUINTA,Patacamaya,12,15546,5.67269843094E8,133317.771,Aroma,20039.0,10187.0,9852.0,2.7,16408.0,81.9,10698.0,91.0,Aymara,14.1,4.9,23.3,64.2,25.6,5.9,-0.4,93.9,97.1
180,indigena.180,211.0,031201,122.0,0.0,031201,3,Cochabamba,12,Carrasco,1,PRIMERA,Totora,4,13995,2.141149479578E9,293018.966,Carrasco,12961.0,6638.0,6323.0,-0.8,12653.0,97.6,6674.0,95.6,Quechua,31.6,18.6,45.1,86.8,27.3,7.8,-20.6,96.1,92.7
181,indigena.181,87.0,020308,98.0,0.0,020308,2,La Paz,3,Pacajes,8,OCTAVA,Santiago de Callapa,5,7184,1.226138536672E9,185690.194,Pacajes,8099.0,4237.0,3862.0,1.3,7779.0,96.1,4986.0,95.9,Aymara,22.4,10.0,35.8,64.3,12.3,5.1,-15.8,99.2,100.0
182,indigena.182,301.0,070601,268.0,0.0,070601,7,Santa Cruz,6,Sara,1,PRIMERA,Portachuelo,3,20359,1.085711253219E9,191015.112,Sara,16408.0,8566.0,7842.0,2.8,1073.0,6.9,1320.0,13.4,"Quechua,Chiquitano",9.8,7.4,12.5,43.5,61.2,4.4,-0.9,63.1,46.8
183,indigena.183,182.0,070501,240.0,0.0,070501,7,Santa Cruz,5,Chiquitos,1,PRIMERA,San Jose de Chiquitos,2,14318,1.9481689805906E10,712626.157,Chiquitos,16599.0,8714.0,7885.0,1.6,1720.0,10.4,5839.0,64.4,Chiquitano,6.0,3.7,8.5,49.7,65.5,6.3,-1.5,72.2,64.8
184,indigena.184,299.0,031202,120.0,0.0,031202,3,Cochabamba,12,Carrasco,2,SEGUNDA,Pojo,9,17828,2.330201711844E9,264807.146,Carrasco,11515.0,6004.0,5511.0,7.6,11203.0,98.0,6196.0,96.1,Quechua,19.9,11.5,30.7,84.1,17.1,6.2,6.3,98.5,96.5
185,indigena.185,269.0,021004,57.0,0.0,021004,2,La Paz,10,Inquisivi,4,CUARTA,Colquiri,8,174052,1.056810857031E9,173359.856,Inquisivi,18679.0,9668.0,9011.0,1.0,16169.0,86.6,9886.0,92.0,Aymara,23.1,12.2,34.8,93.8,24.5,6.8,-25.5,79.7,91.1
186,indigena.186,83.0,021302,37.0,0.0,021302,2,La Paz,13,Aroma,2,SEGUNDA,Umala,99,6605,8.54703806297E8,141270.885,Aroma,9583.0,5005.0,4578.0,4.0,8610.0,89.9,6062.0,97.9,Aymara,14.7,4.8,25.6,68.7,17.3,5.4,-2.3,99.0,97.1
173,indigena.173,282.0,021902,46.0,0.0,021902,2,La Paz,19,General Jose Manuel,2,SEGUNDA,Catacora,4,842,5.56673423727E8,122540.439,Gral. Jose Manuel Pand,1735.0,908.0,827.0,7.8,1538.0,88.7,1074.0,97.6,Aymara,7.4,4.1,10.8,51.6,18.3,3.5,-4.1,98.7,99.0
174,indigena.174,93.0,021301,36.0,0.0,021301,2,La Paz,13,Aroma,1,PRIMERA,Sica Sica,11,19582,1.732952038516E9,227180.934,Aroma,26818.0,13601.0,13217.0,3.4,23712.0,88.4,15595.0,96.4,Aymara,14.6,6.4,22.8,73.6,17.0,5.6,-7.9,96.6,99.1
175,indigena.175,185.0,070201,278.0,0.0,070201,7,Santa Cruz,2,Warnes,1,PRIMERA,Warnes,6,38285,1.24422425790599E9,211029.15,Warnes,41570.0,21839.0,19731.0,0.9,9765.0,23.5,8108.0,34.3,"Quechua,Guarani",10.9,6.7,15.8,59.2,76.9,5.2,15.4,75.2,53.5
176,indigena.176,308.0,071106,326.0,1.0,071106,7,Santa Cruz,11,?uflo De Chavez,6,SEXTA,Cuatro Canadas,,,4.541105472875E9,380090.804,Nuflo de Chavez,17574.0,9365.0,8209.0,7.0,4998.0,30.8,4344.0,47.4,"Quechua,Chiquitano,Aymara",12.5,6.6,19.8,78.3,19.9,5.7,3.4,96.8,63.8
177,indigena.177,253.0,070202,313.0,0.0,070202,7,Santa Cruz,2,Warnes,2,SEGUNDA,Okinawa Uno,,,9.82302996406E8,181727.705,Warnes,11661.0,6199.0,5462.0,0.0,1998.0,17.1,2063.0,32.6,"Quechua,Chiquitano",10.6,7.7,14.0,53.4,72.7,5.8,1.3,0.0,73.5
187,indigena.187,153.0,030904,146.0,0.0,030904,3,Cochabamba,9,Quillacollo,4,CUARTA,Vinto,5,21448,2.17672076563E8,69655.138,Quillacollo,31489.0,15435.0,16054.0,4.6,21949.0,69.7,15767.0,83.2,Quechua,12.3,5.3,18.6,63.1,73.8,4.7,16.2,76.9,49.1
188,indigena.188,187.0,071001,267.0,0.0,071001,7,Santa Cruz,10,Obispo Santisteban,1,PRIMERA,Montero,1,58569,3.78810574406E8,96261.349,Obispo Santistevan,80341.0,39857.0,40484.0,3.4,18638.0,23.2,15374.0,32.4,Quechua,7.8,3.8,11.6,44.9,87.5,4.5,2.5,51.9,29.0
189,indigena.189,47.0,030101,123.0,0.0,030101,3,Cochabamba,1,Cercado2,1,PRIMERA,Cochabamba,1,414307,2.89125492313E8,92594.15,Cercado,517024.0,247449.0,269575.0,2.4,243607.0,47.1,207503.0,60.3,Quechua,5.4,1.7,8.6,52.8,85.0,3.1,1.3,46.5,33.8
190,indigena.190,63.0,030902,144.0,0.0,030902,3,Cochabamba,9,Quillacollo,2,SEGUNDA,Sipe Sipe,2,19132,4.79868600828E8,172516.638,Quillacollo,31337.0,15543.0,15794.0,4.9,26100.0,83.3,16307.0,87.6,Quechua,20.6,10.1,30.3,77.0,60.6,5.0,9.2,82.5,64.1
191,indigena.191,201.0,020305,94.0,0.0,020305,2,La Paz,3,Pacajes,5,QUINTA,Chara?a,6,2473,2.894604550906E9,319302.392,Pacajes,2766.0,1454.0,1312.0,1.2,2253.0,81.5,1625.0,92.3,Aymara,10.4,3.4,18.2,99.2,26.9,6.4,-20.2,94.7,95.8
192,indigena.192,317.0,040102,156.0,0.0,040102,4,Oruro,1,Cercado4,2,PRIMERA,Caracollo,7,14849,2.3536513035E9,354012.07,Cercado,19860.0,9861.0,9999.0,3.1,15654.0,78.8,10666.0,90.2,"Aymara,Quechua",13.4,4.5,21.8,88.9,32.8,5.2,-9.2,91.8,94.3
193,indigena.193,49.0,030905,142.0,0.0,030905,3,Cochabamba,9,Quillacollo,5,QUINTA,Colcapirhua,2,22219,2.87839175E7,27180.324,Quillacollo,41980.0,20273.0,21707.0,6.9,21612.0,51.5,17783.0,66.9,Quechua,6.6,2.0,10.8,54.7,90.3,3.6,28.6,59.3,23.1
194,indigena.194,268.0,031101,147.0,0.0,031101,3,Cochabamba,11,Tapacari,1,PRIMERA,Tapacar?,4,19202,1.64767505303099E9,262995.681,Tapacari,25919.0,12929.0,12990.0,3.2,25669.0,99.0,14036.0,95.5,"Quechua,Aymara",44.2,27.4,60.5,111.1,10.1,7.7,-9.3,99.3,99.4
195,indigena.195,183.0,070502,238.0,0.0,070502,7,Santa Cruz,5,Chiquitos,2,SEGUNDA,Pail?n,5,12955,1.39152746130629E10,597920.35,Chiquitos,27915.0,14767.0,13148.0,8.3,6815.0,24.4,4437.0,30.9,"Chiquitano,Quechua",5.6,3.6,8.1,61.2,70.6,6.9,17.1,87.1,66.4
196,indigena.196,250.0,070401,257.0,0.0,070401,7,Santa Cruz,4,Ichilo,1,PRIMERA,Buena Vista,4,10784,2.267335595313E9,312707.557,Ichilo,13273.0,7253.0,6020.0,2.2,4203.0,31.7,2745.0,37.5,Quechua,16.5,10.6,24.0,60.1,70.7,5.2,0.1,90.4,71.6
197,indigena.197,99.0,021803,48.0,0.0,021803,2,La Paz,18,Gualberto Villarroel,3,TERCERA,Chacarilla,3,1199,3.67280904234E8,104758.518,Gualberto Villarroel,1566.0,847.0,719.0,2.9,1509.0,96.4,946.0,97.2,Aymara,16.5,6.4,28.4,65.6,17.2,5.1,-9.1,99.3,99.9
198,indigena.198,72.0,031403,139.0,0.0,031403,3,Cochabamba,14,Punata,3,TERCERA,San Benito,3,12156,1.41747599609E8,57957.075,Punata,12720.0,5939.0,6781.0,0.5,11233.0,88.3,6959.0,87.9,Quechua,19.6,8.5,28.5,72.3,76.9,4.5,-0.2,86.9,55.6
199,indigena.199,96.0,021801,50.0,0.0,021801,2,La Paz,18,Gualberto Villarroel,1,PRIMERA,San Pedro de Curahuara,11,5447,7.28475384125E8,155213.72,Gualberto Villarroel,8103.0,4253.0,3850.0,4.3,7759.0,95.8,4933.0,96.4,Aymara,13.4,5.3,23.0,70.8,12.4,5.7,-6.6,99.5,98.8
200,indigena.200,239.0,071301,260.0,0.0,071301,7,Santa Cruz,13,Manuel M. Caballero,1,PRIMERA,Comarapa,8,11846,2.915531184766E9,324453.269,Manuel Maria Caballero,14660.0,7714.0,6946.0,2.3,7435.0,50.7,3988.0,47.1,Quechua,18.2,9.8,28.0,85.3,67.2,5.1,4.6,85.3,75.8
201,indigena.201,64.0,030702,116.0,0.0,030702,3,Cochabamba,7,Capinota,2,SEGUNDA,Santiba?ez,7,6332,3.07066122797E8,80171.494,Capinota,6402.0,3020.0,3382.0,0.1,5956.0,93.0,3669.0,92.2,Quechua,25.7,14.0,35.6,75.0,51.8,5.4,-10.0,93.3,67.0
202,indigena.202,52.0,030403,128.0,0.0,030403,3,Cochabamba,4,Esteban Arce,3,TERCERA,Arbieto,3,7816,1.47145632031E8,75427.788,Esteban Arze,9438.0,4472.0,4966.0,2.0,8526.0,90.3,5622.0,90.2,Quechua,20.3,7.8,30.9,70.5,61.3,3.5,2.7,87.2,54.4
203,indigena.203,59.0,031401,138.0,0.0,031401,3,Cochabamba,14,Punata,1,PRIMERA,Punata,1,27154,8.5974442406E7,52975.789,Punata,26140.0,12148.0,13992.0,-0.4,22530.0,86.2,12912.0,77.3,Quechua,16.1,5.1,24.6,65.6,79.4,3.7,1.5,77.9,44.9
204,indigena.204,154.0,030803,133.0,0.0,030803,3,Cochabamba,8,German Jordan,3,TERCERA,Tolata,1,5287,8.3949865766E7,47685.57,German Jordan,5316.0,2718.0,2598.0,4.2,4364.0,82.1,2844.0,83.4,Quechua,13.5,5.4,22.4,48.9,72.3,3.4,8.2,84.3,51.4
205,indigena.205,92.0,041101,182.0,0.0,041101,4,Oruro,11,Tomas Barron,1,PRIMERA,Eucaliptus,1,5045,3.32200647281E8,87362.8,Tom?s Barr?n,5424.0,2701.0,2723.0,0.8,4233.0,78.0,2943.0,92.6,Aymara,17.7,6.6,28.4,80.0,36.1,5.7,-16.5,87.1,91.7
206,indigena.206,174.0,031203,119.0,0.0,031203,3,Cochabamba,12,Carrasco,3,TERCERA,Pocona,5,12799,8.40368261375E8,191278.437,Carrasco,13488.0,6722.0,6766.0,0.6,13345.0,98.9,7135.0,94.4,Quechua,28.0,14.6,40.9,94.4,34.8,6.8,-8.4,98.8,93.5
207,indigena.207,51.0,030502,106.0,0.0,030502,3,Cochabamba,5,Arani,2,SEGUNDA,Vacas,1,10172,3.61385640391E8,107123.976,Arani,12511.0,6135.0,6376.0,2.2,12430.0,99.4,6688.0,94.6,Quechua,34.0,17.4,48.9,109.1,30.4,6.3,-13.8,98.0,94.9
208,indigena.208,300.0,070603,323.0,1.0,070603,7,Santa Cruz,6,Sara,3,TERCERA,Colpa Belgica,,,2.93678177656E8,84147.403,Sara,6273.0,3276.0,2997.0,-2.2,604.0,10.2,840.0,22.9,"Guarani,Quechua,Chiquitano",6.7,4.3,9.5,58.7,23.4,4.4,-0.4,63.1,38.8
209,indigena.209,56.0,030501,105.0,0.0,030501,3,Cochabamba,5,Arani,1,PRIMERA,Arani,3,16159,2.16452814016E8,64076.586,Arani,11542.0,5580.0,5962.0,-1.4,10958.0,94.9,6187.0,87.9,Quechua,23.5,9.8,35.0,93.8,63.1,5.0,-6.8,85.7,68.0
210,indigena.210,94.0,021802,49.0,0.0,021802,2,La Paz,18,Gualberto Villarroel,2,SEGUNDA,Papel Pampa,9,5039,9.08948086391E8,170928.379,Gualberto Villarroel,6306.0,3312.0,2994.0,2.4,5852.0,92.8,3794.0,94.3,Aymara,17.4,7.8,28.1,66.8,23.9,5.9,-7.2,99.1,99.8
211,indigena.211,68.0,030801,131.0,0.0,030801,3,Cochabamba,8,German Jordan,1,PRIMERA,Cliza,4,15838,5.4351847188E7,42799.343,German Jordan,19992.0,9492.0,10500.0,1.4,17667.0,88.4,11294.0,86.9,Quechua,16.7,6.4,25.6,57.1,78.5,4.0,-11.1,82.5,46.9
212,indigena.212,2.0,070902,249.0,0.0,070902,7,Santa Cruz,9,Florida,2,SEGUNDA,Pampa Grande,2,5660,1.437955933844E9,274868.907,Florida,7933.0,4231.0,3702.0,3.5,2607.0,32.9,1139.0,24.0,Quechua,15.3,9.6,22.1,66.1,64.6,4.5,18.0,87.5,70.1
213,indigena.213,200.0,040401,175.0,0.0,040401,4,Oruro,4,Sajama,1,PRIMERA,Curahuara de Carangas,4,4092,2.84047256732E9,321502.212,Sajama,5278.0,2814.0,2464.0,2.8,4369.0,82.8,3111.0,92.7,Aymara,13.7,4.7,24.7,79.1,30.5,5.1,2.9,95.5,93.7
214,indigena.214,12.0,070101,236.0,0.0,070101,7,Santa Cruz,1,Andres Iba?ez,1,CAPITAL,Santa Cruz de la Sierra,4,709584,1.37859102940599E9,286220.197,Andres Iba?ez,1135526.0,554575.0,580951.0,5.1,192947.0,17.0,228750.0,32.1,"Quechua,Chiquitano",3.9,1.9,5.8,43.1,91.7,3.6,11.5,44.2,19.1
215,indigena.215,60.0,031402,141.0,0.0,031402,3,Cochabamba,14,Punata,2,SEGUNDA,Villa Rivero,1,5949,1.03017876344E8,49171.797,Punata,5857.0,2752.0,3105.0,-0.2,5670.0,96.8,3438.0,94.0,Quechua,25.3,10.1,38.1,64.1,56.8,5.5,-5.0,92.8,81.6
216,indigena.216,62.0,030401,130.0,0.0,030401,3,Cochabamba,4,Esteban Arce,1,PRIMERA,Tarata,4,8406,3.38374687891E8,93208.086,Esteban Arze,8715.0,4265.0,4450.0,0.4,7856.0,90.1,4596.0,87.6,Quechua,23.9,12.6,34.0,73.7,52.5,5.1,-14.2,84.8,69.9
217,indigena.217,4.0,070903,248.0,0.0,070903,7,Santa Cruz,9,Florida,3,TERCERA,Mairana,1,6441,9.28552842031E8,217323.936,Florida,7747.0,4107.0,3640.0,2.2,2446.0,31.6,1260.0,26.6,Quechua,12.7,7.6,18.7,49.9,74.6,4.1,4.1,71.6,55.8
218,indigena.218,54.0,030701,115.0,0.0,030701,3,Cochabamba,7,Capinota,1,PRIMERA,Capinota,4,15721,5.42511545781E8,114372.054,Capinota,16945.0,8231.0,8714.0,0.8,15228.0,89.9,8341.0,89.0,Quechua,27.2,14.8,38.1,67.4,43.7,5.4,-2.8,84.5,73.6
219,indigena.219,82.0,041301,177.0,0.0,041301,4,Oruro,13,San Pedro De Totora,1,PRIMERA,San Pedro de Totora,7,4040,1.432528041734E9,210997.058,San Pedro De Totora,4941.0,2556.0,2385.0,2.2,4723.0,95.6,2928.0,97.2,Aymara,17.1,6.0,29.3,94.3,20.9,5.7,-14.3,98.4,99.4
220,indigena.220,67.0,030802,132.0,0.0,030802,3,Cochabamba,8,German Jordan,2,SEGUNDA,Toko,1,6380,6.3808762797E7,46772.096,German Jordan,6460.0,3126.0,3334.0,0.1,6205.0,96.1,3885.0,93.9,Quechua,24.1,10.6,36.0,66.5,58.4,5.0,-9.6,91.3,78.7
221,indigena.221,318.0,040104,321.0,1.0,040104,4,Oruro,1,Cercado4,3,TERCERA,Paria,,,1.368934474656E9,224888.76,Cercado,13978.0,7011.0,6967.0,3.0,12441.0,93.9,7585.0,93.8,Quechua,17.8,7.4,27.7,89.0,5.0,3.5,-0.6,57.5,96.3
222,indigena.222,184.0,070103,235.0,0.0,070103,7,Santa Cruz,1,Andres Iba?ez,3,SEGUNDA,Porongo (Ayacucho),2,8272,9.51996506875E8,160923.361,Andres Iba?ez,11085.0,6158.0,4927.0,3.2,2270.0,20.5,1585.0,24.4,Quechua,14.0,10.6,18.8,68.2,69.7,5.5,7.9,95.4,79.4
223,indigena.223,58.0,031404,140.0,0.0,031404,3,Cochabamba,14,Punata,4,CUARTA,Tacachi,1,422,1.2354887703E7,16553.204,Punata,1210.0,572.0,638.0,11.4,1139.0,94.1,725.0,93.6,Quechua,20.8,10.1,30.0,65.6,56.2,4.2,-10.0,90.6,80.5
224,indigena.224,57.0,031405,137.0,0.0,031405,3,Cochabamba,14,Punata,5,QUINTA,Cuchumuela (V. G.Villarroel),1,1721,6.3642440219E7,55523.552,Punata,1808.0,880.0,928.0,0.5,1760.0,97.4,1050.0,94.9,Quechua,27.4,10.9,41.3,73.9,39.4,4.2,-4.2,97.8,92.2
225,indigena.225,66.0,030402,127.0,0.0,030402,3,Cochabamba,4,Esteban Arce,2,SEGUNDA,Anzaldo,3,9807,6.46809290484E8,139058.456,Esteban Arze,9126.0,4491.0,4635.0,-0.7,9040.0,99.1,5071.0,96.1,Quechua,39.8,25.5,52.8,109.9,18.8,6.3,-12.9,98.7,93.9
226,indigena.226,3.0,070901,251.0,0.0,070901,7,Santa Cruz,9,Florida,1,PRIMERA,Samaipata,2,9142,2.204390561109E9,348794.591,Florida,9739.0,5241.0,4498.0,0.7,2533.0,26.0,1200.0,20.0,Quechua,16.7,12.1,22.6,52.5,79.0,4.0,-4.6,82.5,55.9
227,indigena.227,53.0,030601,107.0,0.0,030601,3,Cochabamba,6,Arque,1,PRIMERA,Arque,2,8978,5.1609162E8,124665.506,Arque,11496.0,5649.0,5847.0,2.7,11363.0,98.8,5932.0,94.5,Quechua,57.3,38.7,74.8,122.3,8.0,8.0,-5.7,98.7,99.2
228,indigena.228,70.0,030602,108.0,0.0,030602,3,Cochabamba,6,Arque,2,SEGUNDA,Tacopaya,2,9271,5.53695999969E8,122593.986,Arque,11968.0,5849.0,6119.0,2.8,11899.0,99.4,6629.0,97.3,Quechua,42.6,22.6,60.9,118.2,8.0,8.1,-9.6,99.2,99.9
229,indigena.229,61.0,031303,134.0,0.0,031303,3,Cochabamba,13,Mizque,3,TERCERA,Alalay,2,3613,4.235822525E8,101671.939,Mizque,4931.0,2493.0,2438.0,3.4,4917.0,99.7,2440.0,96.6,Quechua,33.8,19.9,47.0,91.2,14.6,6.9,-7.3,100.0,99.5
230,indigena.230,55.0,030703,117.0,0.0,030703,3,Cochabamba,7,Capinota,3,TERCERA,Sicaya,2,2391,1.32591838391E8,58261.809,Capinota,2235.0,1187.0,1048.0,-0.7,2200.0,98.4,1254.0,96.2,Quechua,38.7,25.1,54.0,85.4,25.3,5.5,-15.6,98.0,95.8
231,indigena.231,65.0,030404,129.0,0.0,030404,3,Cochabamba,4,Esteban Arce,4,CUARTA,Sacabamba,5,3688,1.85865510031E8,68490.539,Esteban Arze,4718.0,2343.0,2375.0,2.4,4636.0,98.3,2623.0,96.9,Quechua,29.1,15.5,41.9,106.5,23.0,5.2,-7.3,99.1,98.2
232,indigena.232,97.0,041601,169.0,0.0,041601,4,Oruro,16,Nor Carangas,1,PRIMERA,Santiago de Huayllamarca,9,4900,8.71356350344E8,203535.162,Nor Carangas,5790.0,3052.0,2738.0,1.8,5226.0,90.3,3706.0,94.1,Aymara,19.3,7.0,33.2,73.7,29.2,5.6,-12.2,97.5,96.5
233,indigena.233,9.0,070102,232.0,0.0,070102,7,Santa Cruz,1,Andres Iba?ez,2,PRIMERA,Cotoca,2,21252,6.2594822325E8,105137.427,Andres Iba?ez,36425.0,19049.0,17376.0,5.8,8398.0,23.1,7028.0,34.3,"Quechua,Chiquitano",9.4,5.6,13.6,60.3,80.8,5.0,18.9,73.5,44.8
234,indigena.234,206.0,031301,135.0,0.0,031301,3,Cochabamba,13,Mizque,1,PRIMERA,Mizque,6,20176,1.898818101297E9,243306.476,Mizque,26659.0,13314.0,13345.0,3.0,26060.0,97.8,13641.0,93.9,Quechua,38.5,25.6,50.9,111.9,31.8,6.7,-12.0,95.0,93.0
235,indigena.235,103.0,041001,178.0,0.0,041001,4,Oruro,10,Saucari,1,PRIMERA,Toledo,11,5569,2.914106294156E9,346093.724,Saucari,7763.0,3854.0,3909.0,3.6,6344.0,81.7,5070.0,94.4,"Aymara,Quechua",19.9,6.5,33.2,80.9,38.6,4.6,-10.7,93.6,89.8
236,indigena.236,71.0,051301,201.0,0.0,051301,5,Potosi,13,General Bernardino B,1,PRIMERA,Arampampa,8,4228,4.24587262516E8,133754.316,Gral. Bernardino Bilba,4859.0,2506.0,2353.0,1.5,4819.0,99.2,2575.0,91.3,Quechua,34.2,18.0,50.7,103.3,11.1,7.4,-11.2,99.5,98.4
237,indigena.237,79.0,031302,136.0,0.0,031302,3,Cochabamba,13,Mizque,2,SEGUNDA,Vila Vila,2,4170,6.02218287328E8,124910.155,Mizque,4591.0,2295.0,2296.0,1.0,4552.0,99.2,2381.0,92.3,Quechua,44.1,30.1,57.7,126.7,15.1,6.9,-9.2,99.1,97.3
238,indigena.238,258.0,070503,239.0,0.0,070503,7,Santa Cruz,5,Chiquitos,3,TERCERA,Robore,2,15246,7.867786272781E9,486347.249,Chiquitos,15240.0,8164.0,7076.0,0.0,1670.0,11.0,6831.0,75.0,Chiquitano,6.8,4.5,9.7,47.0,75.2,4.9,-5.3,60.0,53.4
239,indigena.239,316.0,040101,158.0,0.0,040101,4,Oruro,1,Cercado4,1,CAPITAL,Oruro,8,196025,2.75208184766E8,82052.427,Cercado,201504.0,97745.0,103759.0,0.9,76935.0,40.0,76860.0,58.3,"Quechua,Aymara",5.3,1.2,9.0,66.9,72.7,3.5,-8.7,57.5,47.6
240,indigena.240,203.0,030203,113.0,0.0,030203,3,Cochabamba,2,Campero,3,TERCERA,Omereque,6,4951,8.99482502766E8,177691.417,Campero,6071.0,3195.0,2876.0,2.2,5134.0,84.6,2818.0,83.2,Quechua,22.3,13.6,32.6,68.2,45.3,6.1,-5.3,98.4,85.6
241,indigena.241,11.0,070105,233.0,0.0,070105,7,Santa Cruz,1,Andres Iba?ez,5,CUARTA,El Torno,4,23582,9.67634135781E8,179550.775,Andres Iba?ez,37961.0,19605.0,18356.0,5.3,12262.0,32.3,7677.0,35.5,Quechua,16.8,10.4,23.9,62.2,75.6,5.0,15.2,83.5,61.7
242,indigena.242,75.0,031501,11.0,0.0,031501,3,Cochabamba,15,Bolivar,1,PRIMERA,Bolivar,9,7081,7.22514763484E8,151944.948,Bolivar,8635.0,4286.0,4349.0,2.1,8545.0,99.0,4880.0,96.0,"Quechua,Aymara",36.3,16.5,55.0,126.7,10.1,5.8,-7.8,98.8,98.4
243,indigena.243,14.0,070104,234.0,0.0,070104,7,Santa Cruz,1,Andres Iba?ez,4,TERCERA,La Guardia,6,21988,9.62039926906E8,232720.427,Andres Iba?ez,39552.0,20076.0,19476.0,6.2,8739.0,22.1,7156.0,31.7,Quechua,10.6,6.2,15.2,55.1,83.5,4.5,24.4,72.7,41.9
244,indigena.244,7.0,071302,261.0,0.0,071302,7,Santa Cruz,13,Manuel M. Caballero,2,SEGUNDA,Saipina,3,4228,4.91751365844E8,130311.61,Manuel Maria Caballero,5350.0,2914.0,2436.0,2.5,2054.0,38.4,1094.0,34.4,Quechua,15.8,7.4,26.8,72.9,69.8,4.5,-5.3,88.1,73.9
245,indigena.245,104.0,040103,157.0,0.0,040103,4,Oruro,1,Cercado4,3,SEGUNDA,El Choro,5,2881,1.114431595047E9,239574.47,Cercado,5710.0,2714.0,2996.0,7.4,4982.0,87.3,3574.0,94.1,Quechua,18.3,4.3,30.3,81.3,27.3,3.7,-2.8,99.0,99.2
246,indigena.246,405.0,040402,176.0,0.0,040402,4,Oruro,4,Sajama,2,SEGUNDA,Turco,3,3799,8.3204837406E7,46268.477,Sajama,3818.0,1953.0,1865.0,0.1,3201.0,83.8,2416.0,97.5,Aymara,13.6,3.5,23.7,124.4,27.8,4.1,-17.4,96.3,95.8
247,indigena.247,292.0,030201,112.0,0.0,030201,3,Cochabamba,2,Campero,1,PRIMERA,Aiquile,3,20795,2.730738758344E9,308720.211,Campero,26281.0,13157.0,13124.0,2.5,24546.0,93.4,12431.0,88.5,Quechua,30.5,19.9,40.8,85.9,31.9,7.1,-20.6,90.5,83.6
248,indigena.248,78.0,050701,184.0,0.0,050701,5,Potosi,7,Alonso de Iba?ez,1,PRIMERA,Sacaca,3,15285,8.91519032938E8,188904.039,Alonso de Iba?ez,18725.0,9335.0,9390.0,2.2,18423.0,98.4,10216.0,95.1,"Quechua,Aymara",40.1,21.7,57.8,138.1,14.6,7.5,-3.3,97.0,95.7
249,indigena.249,73.0,051302,200.0,0.0,051302,5,Potosi,13,General Bernardino B,2,SEGUNDA,Acasio,2,5817,3.45319797234E8,102723.653,Gral. Bernardino Bilba,5764.0,2879.0,2885.0,-0.1,5722.0,99.3,2985.0,94.9,Quechua,41.3,24.8,56.8,122.3,22.0,8.3,-5.7,98.7,97.7
